"year","model","scenario","scenario_geography","variable","unit","carbon_tax"
2015,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",0
2016,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",0
2017,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",0
2018,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",0
2019,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",0
2020,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",0
2021,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",0
2022,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",0
2023,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",0
2024,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",0
2025,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",40.4537785772727
2026,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",45.2296809801818
2027,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",50.0055833830909
2028,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",54.781485786
2029,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",59.5573881889091
2030,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",64.3332905918182
2031,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",69.7442160289091
2032,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",75.155141466
2033,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",80.5660669030909
2034,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",85.9769923401818
2035,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",91.3879177772727
2036,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",97.055994469091
2037,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",102.724071160909
2038,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",108.392147852727
2039,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",114.060224544546
2040,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",119.728301236364
2041,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",129.028742757818
2042,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",138.329184279273
2043,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",147.629625800727
2044,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",156.930067322182
2045,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",166.230508843636
2046,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",182.595581620363
2047,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",198.960654397091
2048,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",215.325727173818
2049,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",231.690799950546
2050,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",248.055872727273
2051,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",267.900342545455
2052,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",287.744812363637
2053,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",307.589282181818
2054,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",327.433752
2055,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",347.278221818182
2056,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",375.060479563637
2057,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",402.842737309091
2058,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",430.624995054546
2059,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",458.4072528
2060,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",486.189510545455
2061,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",525.084671389091
2062,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",563.979832232728
2063,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",602.874993076364
2064,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",641.770153920001
2065,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",680.665314763637
2066,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",694.27862105891
2067,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",707.891927354182
2068,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",721.505233649455
2069,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",735.118539944727
2070,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",748.73184624
2071,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",763.706152423637
2072,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",778.680458607273
2073,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",793.654764790909
2074,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",808.629070974546
2075,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",823.603377158182
2076,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",840.075940813091
2077,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",856.548504468
2078,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",873.021068122909
2079,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",889.493631777818
2080,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",905.966195432727
2081,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",911.401926457091
2082,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",916.837657481455
2083,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",922.273388505818
2084,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",927.709119530182
2085,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",933.144850554546
2086,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",938.743471602
2087,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",944.342092649455
2088,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",949.940713696909
2089,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",955.539334744364
2090,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",961.137955791818
2091,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",966.905254832727
2092,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",972.672553873636
2093,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",978.439852914546
2094,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",984.207151955455
2095,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",989.974450996364
2096,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",995.913735442363
2097,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",1001.85301988836
2098,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",1007.79230433436
2099,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",1013.73158878036
2100,"GCAM 5.3+ NGFS","B2DS","Global","Price|Carbon","US$2010/t CO2",1019.67087322636
2015,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2016,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2017,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2018,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2019,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2020,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2021,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2022,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2023,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2024,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",0
2025,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",40.4537785772727
2026,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",45.2296809801818
2027,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",50.0055833830909
2028,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",54.781485786
2029,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",59.5573881889091
2030,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",64.3332905918182
2031,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",69.7442160289091
2032,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",75.155141466
2033,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",80.5660669030909
2034,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",85.9769923401818
2035,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",91.3879177772727
2036,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",97.055994469091
2037,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",102.724071160909
2038,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",108.392147852727
2039,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",114.060224544546
2040,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",119.728301236364
2041,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",129.028742757818
2042,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",138.329184279273
2043,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",147.629625800727
2044,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",156.930067322182
2045,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",166.230508843636
2046,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",182.595581620363
2047,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",198.960654397091
2048,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",215.325727173818
2049,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",231.690799950546
2050,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",248.055872727273
2051,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",267.900342545455
2052,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",287.744812363637
2053,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",307.589282181818
2054,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",327.433752
2055,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",347.278221818182
2056,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",375.060479563637
2057,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",402.842737309091
2058,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",430.624995054546
2059,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",458.4072528
2060,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",486.189510545455
2061,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",525.084671389091
2062,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",563.979832232728
2063,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",602.874993076364
2064,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",641.770153920001
2065,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",680.665314763637
2066,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",694.27862105891
2067,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",707.891927354182
2068,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",721.505233649455
2069,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",735.118539944727
2070,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",748.73184624
2071,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",763.706152423637
2072,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",778.680458607273
2073,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",793.654764790909
2074,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",808.629070974546
2075,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",823.603377158182
2076,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",840.075940813091
2077,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",856.548504468
2078,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",873.021068122909
2079,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",889.493631777818
2080,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",905.966195432727
2081,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",911.401926457091
2082,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",916.837657481455
2083,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",922.273388505818
2084,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",927.709119530182
2085,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",933.144850554546
2086,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",938.743471602
2087,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",944.342092649455
2088,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",949.940713696909
2089,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",955.539334744364
2090,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",961.137955791818
2091,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",966.905254832727
2092,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",972.672553873636
2093,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",978.439852914546
2094,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",984.207151955455
2095,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",989.974450996364
2096,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",995.913735442363
2097,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1001.85301988836
2098,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1007.79230433436
2099,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1013.73158878036
2100,"GCAM 5.3+ NGFS","B2DS_Indonesia","Indonesia","Price|Carbon","US$2010/t CO2",1019.67087322636
2015,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2016,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2017,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2018,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2019,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2020,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2021,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2022,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2023,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2024,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2025,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2026,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2027,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2028,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2029,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2030,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2031,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2032,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2033,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2034,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2035,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2036,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2037,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2038,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2039,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2040,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2041,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2042,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2043,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2044,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2045,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2046,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2047,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2048,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2049,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2050,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2051,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2052,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2053,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2054,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2055,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2056,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2057,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2058,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2059,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2060,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2061,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2062,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2063,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2064,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2065,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2066,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2067,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2068,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2069,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2070,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2071,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2072,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2073,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2074,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2075,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2076,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2077,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2078,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2079,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2080,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2081,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2082,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2083,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2084,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2085,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2086,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2087,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2088,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2089,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2090,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2091,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
2092,"GCAM 5.3+ NGFS","Current Policies","Indonesia","Price|Carbon","US$2010/t CO2",0
